-1.452634e-01	-1.799399e-02	7.841694e-02	-1.380541e-02	
-1.632431e-01	-1.729776e-02	6.831536e-02	-1.394592e-02	
-1.798299e-01	-1.592224e-02	5.774554e-02	-1.429962e-02	
-1.950580e-01	-1.453537e-02	4.674066e-02	-1.461348e-02	
-2.088706e-01	-1.309310e-02	3.533916e-02	-1.488271e-02	
-2.212138e-01	-1.161751e-02	2.358452e-02	-1.510274e-02	
-2.320748e-01	-1.014915e-02	1.152511e-02	-1.526933e-02	
-2.414810e-01	-7.708643e-03	-7.861923e-04	-1.537801e-02	
-2.474607e-01	2.701514e-02	-1.329113e-02	-1.540930e-02	
-1.874192e-01	1.167732e-01	-2.589676e-02	-1.534427e-02	
-1.388456e-02	1.949905e-01	-3.850525e-02	-1.520666e-02	
2.025866e-01	2.031000e-01	-5.106935e-02	-1.503522e-02	
3.923341e-01	1.633183e-01	-6.356781e-02	-1.484177e-02	
5.292362e-01	1.122002e-01	-7.597663e-02	-1.461916e-02	
6.167436e-01	6.950321e-02	-8.825985e-02	-1.435688e-02	
6.682492e-01	3.910031e-02	-1.003717e-01	-1.404818e-02	
6.949494e-01	-1.177890e-02	-1.122620e-01	-1.369152e-02	
6.446958e-01	-1.100205e-01	-1.238810e-01	-1.328374e-02	
4.749141e-01	-1.929211e-01	-1.351710e-01	-1.281729e-02	
2.588643e-01	-2.031767e-01	-1.460663e-01	-1.229070e-02	
6.857765e-02	-1.637211e-01	-1.565051e-01	-1.171218e-02	
-6.855545e-02	-1.120964e-01	-1.664368e-01	-1.109333e-02	
-1.555887e-01	-6.866300e-02	-1.758220e-01	-1.044483e-02	
-2.058526e-01	-3.853348e-02	-1.846306e-01	-8.791106e-03	
-2.326253e-01	-1.998245e-02	-1.908716e-01	2.477760e-02	
-2.457864e-01	-9.503654e-03	-1.326584e-01	1.130366e-01	
-2.516011e-01	-3.971928e-03	3.869738e-02	1.897048e-01	
-2.536986e-01	-1.240389e-03	2.534228e-01	1.959922e-01	
-2.540502e-01	-5.490259e-06	4.413327e-01	1.541956e-01	
-2.536778e-01	5.473929e-04	5.759475e-01	1.013005e-01	
-2.529237e-01	7.253683e-04	6.605620e-01	5.733911e-02	
-2.521954e-01	5.914919e-04	7.088221e-01	2.625781e-02	
-2.517090e-01	3.598454e-04	7.321685e-01	-2.491445e-02	
-2.514440e-01	1.591604e-04	6.785167e-01	-1.226742e-01	
-2.513591e-01	-3.156709e-06	5.053492e-01	-2.039308e-01	
-2.514187e-01	-1.355097e-04	2.859751e-01	-2.120679e-01	
-2.515984e-01	-2.456617e-04	9.246779e-02	-1.706954e-01	
-2.518784e-01	-3.355942e-04	-4.774772e-02	-1.176173e-01	
-2.522380e-01	-4.038318e-04	-1.376974e-01	-7.317291e-02	
